-0.02,0.600019378816138,,,
-0.019,0.600018245929616,,,
-0.018,0.600016917599685,,,
-0.017,0.600015563572866,,,
-0.016,0.600014151472021,,,
-0.015,0.600012732322693,,,
-0.014,0.600011328682188,,,
-0.013,0.600009952226261,,,
-0.012,0.600008619644044,,,
-0.011,0.600007360017643,,,
-0.01,0.600006178979301,,,
-0.009,0.600005051335837,,,
-0.008,0.600004037745031,,,
-0.007,0.600003135262746,,,
-0.006,0.600002324115544,,,
-0.005,0.600001626912251,,,
-0.004,0.600001048915158,,,
-0.003,0.600000594440720,,,
-0.002,0.600000266712952,,,
-0.001,0.600000068084786,,,
0,0.600000000000000,,,
0.001,0.600000062909795,,,
0.002,0.600000256245663,,,
0.003,0.600000578754953,,,
0.004,0.600001028046907,,,
0.005,0.600001600835872,,,
0.006,0.600002292913298,,,
0.007,0.600003098923705,,,
0.008,0.600004017907527,,,
0.009,0.600005036332202,,,
0.01,0.600006131037434,,,
0.011,0.600007338982228,,,
0.012,0.600008614728339,,,
0.013,0.600009925639900,,,
0.014,0.600011291728177,,,
0.015,0.600012707951059,,,
0.016,0.600014121301822,,,
0.017,0.600015511587462,,,
0.018,0.600016881626012,,,
0.019,0.600018160757194,,,
0.02,0.600019314109847,,,
